name,cr,type,initiative,armor_class,hit_points,document__title,page_no,link
Behir Magus,12.0,Monstrosity,2,16,168,A5e Monstrous Menagerie,0,http://slyflourish.com/5e_monsters/monsters_html/behir-magus-a5e.html
Berserker,2.0,Humanoid,0,13,45,A5e Monstrous Menagerie,497,http://slyflourish.com/5e_monsters/monsters_html/berserker-a5e.html
Black Bear,0.5,Beast,0,11,19,A5e Monstrous Menagerie,439,http://slyflourish.com/5e_monsters/monsters_html/black-bear-a5e.html
Black Dragon Wyrmling,2.0,Dragon,3,17,44,A5e Monstrous Menagerie,103,http://slyflourish.com/5e_monsters/monsters_html/black-dragon-wyrmling-a5e.html
Black Pudding,4.0,Ooze,-3,7,85,A5e Monstrous Menagerie,350,http://slyflourish.com/5e_monsters/monsters_html/black-pudding-a5e.html
Blackguard,5.0,Humanoid,1,18,82,A5e Monstrous Menagerie,475,http://slyflourish.com/5e_monsters/monsters_html/blackguard-a5e.html
Blink Dog,0.25,Fey,3,13,22,A5e Monstrous Menagerie,440,http://slyflourish.com/5e_monsters/monsters_html/blink-dog-a5e.html
Blood Hawk,0.125,Beast,1,11,7,A5e Monstrous Menagerie,440,http://slyflourish.com/5e_monsters/monsters_html/blood-hawk-a5e.html
Blue Dragon Wyrmling,3.0,Dragon,1,17,58,A5e Monstrous Menagerie,109,http://slyflourish.com/5e_monsters/monsters_html/blue-dragon-wyrmling-a5e.html
Boar,0.25,Beast,0,11,11,A5e Monstrous Menagerie,440,http://slyflourish.com/5e_monsters/monsters_html/boar-a5e.html
Boggard,0.25,Humanoid,2,12,13,A5e Monstrous Menagerie,36,http://slyflourish.com/5e_monsters/monsters_html/boggard-a5e.html
Boggard Bravo,0.5,Humanoid,2,12,27,A5e Monstrous Menagerie,36,http://slyflourish.com/5e_monsters/monsters_html/boggard-bravo-a5e.html
Boggard Sovereign,3.0,Humanoid,1,13,67,A5e Monstrous Menagerie,36,http://slyflourish.com/5e_monsters/monsters_html/boggard-sovereign-a5e.html
Bolt-Thrower,2.0,Construct,3,14,44,A5e Monstrous Menagerie,52,http://slyflourish.com/5e_monsters/monsters_html/bolt-thrower-a5e.html
Bone Devil,9.0,Fiend,3,19,142,A5e Monstrous Menagerie,80,http://slyflourish.com/5e_monsters/monsters_html/bone-devil-a5e.html
Brass Dragon Wyrmling,2.0,Dragon,1,16,38,A5e Monstrous Menagerie,157,http://slyflourish.com/5e_monsters/monsters_html/brass-dragon-wyrmling-a5e.html
Bronze Dragon Wyrmling,3.0,Dragon,0,16,39,A5e Monstrous Menagerie,162,http://slyflourish.com/5e_monsters/monsters_html/bronze-dragon-wyrmling-a5e.html
Brown Bear,1.0,Beast,0,11,34,A5e Monstrous Menagerie,440,http://slyflourish.com/5e_monsters/monsters_html/brown-bear-a5e.html
Bugbear,1.0,Humanoid,2,12,30,A5e Monstrous Menagerie,38,http://slyflourish.com/5e_monsters/monsters_html/bugbear-a5e.html
Bugbear Chief,4.0,Humanoid,2,15,71,A5e Monstrous Menagerie,38,http://slyflourish.com/5e_monsters/monsters_html/bugbear-chief-a5e.html
Bulette,6.0,Monstrosity,0,17,95,A5e Monstrous Menagerie,40,http://slyflourish.com/5e_monsters/monsters_html/bulette-a5e.html
Bunyip,8.0,Beast,2,14,150,A5e Monstrous Menagerie,441,http://slyflourish.com/5e_monsters/monsters_html/bunyip-a5e.html
Cambion,5.0,Fiend,4,16,93,A5e Monstrous Menagerie,42,http://slyflourish.com/5e_monsters/monsters_html/cambion-a5e.html
Camel,0.125,Beast,0,10,15,A5e Monstrous Menagerie,441,http://slyflourish.com/5e_monsters/monsters_html/camel-a5e.html
Cat,0.0,Beast,2,12,2,A5e Monstrous Menagerie,441,http://slyflourish.com/5e_monsters/monsters_html/cat-a5e.html
Cave Bear,2.0,Beast,0,12,42,A5e Monstrous Menagerie,456,http://slyflourish.com/5e_monsters/monsters_html/cave-bear-a5e.html
Cave Ogre,2.0,Giant,-1,12,119,A5e Monstrous Menagerie,347,http://slyflourish.com/5e_monsters/monsters_html/cave-ogre-a5e.html
Cave Troll,6.0,Giant,1,18,84,A5e Monstrous Menagerie,413,http://slyflourish.com/5e_monsters/monsters_html/cave-troll-a5e.html
Centaur,2.0,Fey,3,13,45,A5e Monstrous Menagerie,44,http://slyflourish.com/5e_monsters/monsters_html/centaur-a5e.html
Chain Devil,9.0,Fiend,2,17,127,A5e Monstrous Menagerie,80,http://slyflourish.com/5e_monsters/monsters_html/chain-devil-a5e.html
Champion Warrior,5.0,Humanoid,4,16,90,A5e Monstrous Menagerie,497,http://slyflourish.com/5e_monsters/monsters_html/champion-warrior-a5e.html
Chimera,7.0,Monstrosity,0,13,114,A5e Monstrous Menagerie,45,http://slyflourish.com/5e_monsters/monsters_html/chimera-a5e.html
Chuul,5.0,Aberration,0,16,93,A5e Monstrous Menagerie,47,http://slyflourish.com/5e_monsters/monsters_html/chuul-a5e.html
Clay Guardian,9.0,Construct,0,14,133,A5e Monstrous Menagerie,261,http://slyflourish.com/5e_monsters/monsters_html/clay-guardian-a5e.html
Cloaker,8.0,Aberration,3,13,97,A5e Monstrous Menagerie,50,http://slyflourish.com/5e_monsters/monsters_html/cloaker-a5e.html
Clockwork Sentinel,4.0,Construct,1,18,60,A5e Monstrous Menagerie,52,http://slyflourish.com/5e_monsters/monsters_html/clockwork-sentinel-a5e.html
Cloud Giant,10.0,Giant,0,14,187,A5e Monstrous Menagerie,232,http://slyflourish.com/5e_monsters/monsters_html/cloud-giant-a5e.html
Cloud Giant Noble,12.0,Giant,0,14,187,A5e Monstrous Menagerie,233,http://slyflourish.com/5e_monsters/monsters_html/cloud-giant-noble-a5e.html
Cockatrice,0.5,Monstrosity,2,12,27,A5e Monstrous Menagerie,55,http://slyflourish.com/5e_monsters/monsters_html/cockatrice-a5e.html
Commoner,0.0,Humanoid,0,10,4,A5e Monstrous Menagerie,471,http://slyflourish.com/5e_monsters/monsters_html/commoner-a5e.html
Commoner Mob,0.0,Humanoid,0,10,45,A5e Monstrous Menagerie,471,http://slyflourish.com/5e_monsters/monsters_html/commoner-mob-a5e.html
Constrictor Snake,0.25,Beast,1,11,13,A5e Monstrous Menagerie,441,http://slyflourish.com/5e_monsters/monsters_html/constrictor-snake-a5e.html
Copper Dragon Wyrmling,2.0,Dragon,1,16,44,A5e Monstrous Menagerie,168,http://slyflourish.com/5e_monsters/monsters_html/copper-dragon-wyrmling-a5e.html
Coralfish,0.5,Monstrosity,2,12,27,A5e Monstrous Menagerie,55,http://slyflourish.com/5e_monsters/monsters_html/coralfish-a5e.html
Corrupted Unicorn,5.0,Celestial,4,14,85,A5e Monstrous Menagerie,416,http://slyflourish.com/5e_monsters/monsters_html/corrupted-unicorn-a5e.html
Cosmopolitan Alchemist,6.0,Humanoid,3,14,91,A5e Monstrous Menagerie,467,http://slyflourish.com/5e_monsters/monsters_html/cosmopolitan-alchemist-a5e.html
Couatl,4.0,Celestial,4,16,85,A5e Monstrous Menagerie,56,http://slyflourish.com/5e_monsters/monsters_html/couatl-a5e.html
Coven Green Hag,5.0,Fey,2,14,97,A5e Monstrous Menagerie,269,http://slyflourish.com/5e_monsters/monsters_html/coven-green-hag-a5e.html
Coven Night Hag,7.0,Fey,2,17,120,A5e Monstrous Menagerie,270,http://slyflourish.com/5e_monsters/monsters_html/coven-night-hag-a5e.html
Coven Sea Hag,4.0,Fey,1,14,75,A5e Monstrous Menagerie,271,http://slyflourish.com/5e_monsters/monsters_html/coven-sea-hag-a5e.html
Coven Winter Hag,9.0,Fey,3,17,135,A5e Monstrous Menagerie,272,http://slyflourish.com/5e_monsters/monsters_html/coven-winter-hag-a5e.html
Crab,0.0,Beast,0,12,2,A5e Monstrous Menagerie,442,http://slyflourish.com/5e_monsters/monsters_html/crab-a5e.html
Crime Boss,6.0,Humanoid,2,15,127,A5e Monstrous Menagerie,496,http://slyflourish.com/5e_monsters/monsters_html/crime-boss-a5e.html
Crocodile,0.5,Beast,0,12,19,A5e Monstrous Menagerie,442,http://slyflourish.com/5e_monsters/monsters_html/crocodile-a5e.html
Crusher,10.0,Construct,-1,20,115,A5e Monstrous Menagerie,53,http://slyflourish.com/5e_monsters/monsters_html/crusher-a5e.html
Cult Fanatic,2.0,Humanoid,2,12,39,A5e Monstrous Menagerie,472,http://slyflourish.com/5e_monsters/monsters_html/cult-fanatic-a5e.html
Cultist,0.125,Humanoid,2,12,9,A5e Monstrous Menagerie,472,http://slyflourish.com/5e_monsters/monsters_html/cultist-a5e.html
Cutthroat,1.0,Humanoid,2,12,27,A5e Monstrous Menagerie,468,http://slyflourish.com/5e_monsters/monsters_html/cutthroat-a5e.html
Cyclops,7.0,Giant,0,13,126,A5e Monstrous Menagerie,58,http://slyflourish.com/5e_monsters/monsters_html/cyclops-a5e.html
Cyclops Myrmidon,10.0,Giant,0,17,126,A5e Monstrous Menagerie,58,http://slyflourish.com/5e_monsters/monsters_html/cyclops-myrmidon-a5e.html
Darkmantle,0.5,Monstrosity,1,11,22,A5e Monstrous Menagerie,60,http://slyflourish.com/5e_monsters/monsters_html/darkmantle-a5e.html
Dead Mans Fingers,10.0,Plant,0,15,190,A5e Monstrous Menagerie,211,http://slyflourish.com/5e_monsters/monsters_html/dead-mans-fingers-a5e.html
Death Dog,1.0,Monstrosity,2,12,32,A5e Monstrous Menagerie,442,http://slyflourish.com/5e_monsters/monsters_html/death-dog-a5e.html
Deep Dwarf Soldier,0.5,Humanoid,1,16,19,A5e Monstrous Menagerie,493,http://slyflourish.com/5e_monsters/monsters_html/deep-dwarf-soldier-a5e.html
Deep Gnome Scout,0.5,Humanoid,3,15,19,A5e Monstrous Menagerie,491,http://slyflourish.com/5e_monsters/monsters_html/deep-gnome-scout-a5e.html
Deer,0.0,Beast,3,13,4,A5e Monstrous Menagerie,442,http://slyflourish.com/5e_monsters/monsters_html/deer-a5e.html
Demilich,18.0,Undead,7,20,159,A5e Monstrous Menagerie,62,http://slyflourish.com/5e_monsters/monsters_html/demilich-a5e.html
Demilich Mastermind,18.0,Undead,7,20,319,A5e Monstrous Menagerie,63,http://slyflourish.com/5e_monsters/monsters_html/demilich-mastermind-a5e.html
Deva,10.0,Celestial,4,17,153,A5e Monstrous Menagerie,19,http://slyflourish.com/5e_monsters/monsters_html/deva-a5e.html
Diplodocus,7.0,Beast,-1,14,139,A5e Monstrous Menagerie,90,http://slyflourish.com/5e_monsters/monsters_html/diplodocus-a5e.html
Dire Centipede,2.0,Beast,0,13,45,A5e Monstrous Menagerie,443,http://slyflourish.com/5e_monsters/monsters_html/dire-centipede-a5e.html
Dire Tyrannosaurus Rex,8.0,Beast,0,13,253,A5e Monstrous Menagerie,92,http://slyflourish.com/5e_monsters/monsters_html/dire-tyrannosaurus-rex-a5e.html
Dire Wolf,1.0,Beast,2,13,30,A5e Monstrous Menagerie,443,http://slyflourish.com/5e_monsters/monsters_html/dire-wolf-a5e.html
Diseased Giant Rat,0.125,Beast,2,12,7,A5e Monstrous Menagerie,449,http://slyflourish.com/5e_monsters/monsters_html/diseased-giant-rat-a5e.html
Divi,11.0,Elemental,1,18,172,A5e Monstrous Menagerie,217,http://slyflourish.com/5e_monsters/monsters_html/divi-a5e.html
Divi Noble,11.0,Elemental,1,18,345,A5e Monstrous Menagerie,218,http://slyflourish.com/5e_monsters/monsters_html/divi-noble-a5e.html
Djinni,11.0,Elemental,6,16,172,A5e Monstrous Menagerie,219,http://slyflourish.com/5e_monsters/monsters_html/djinni-a5e.html
Djinni Noble,11.0,Elemental,6,16,344,A5e Monstrous Menagerie,220,http://slyflourish.com/5e_monsters/monsters_html/djinni-noble-a5e.html
Doppelganger,3.0,Monstrosity,4,14,52,A5e Monstrous Menagerie,94,http://slyflourish.com/5e_monsters/monsters_html/doppelganger-a5e.html
Draft Horse,0.25,Beast,0,10,22,A5e Monstrous Menagerie,443,http://slyflourish.com/5e_monsters/monsters_html/draft-horse-a5e.html
Dragon Cultist,2.0,Humanoid,2,12,39,A5e Monstrous Menagerie,473,http://slyflourish.com/5e_monsters/monsters_html/dragon-cultist-a5e.html
Dragon Turtle,17.0,Dragon,0,21,264,A5e Monstrous Menagerie,181,http://slyflourish.com/5e_monsters/monsters_html/dragon-turtle-a5e.html
Dragonbound Warrior,0.25,Humanoid,1,13,11,A5e Monstrous Menagerie,498,http://slyflourish.com/5e_monsters/monsters_html/dragonbound-warrior-a5e.html
Drainpipe Gargoyle,2.0,Elemental,0,15,45,A5e Monstrous Menagerie,215,http://slyflourish.com/5e_monsters/monsters_html/drainpipe-gargoyle-a5e.html
Dread Knight,19.0,Undead,3,18,262,A5e Monstrous Menagerie,184,http://slyflourish.com/5e_monsters/monsters_html/dread-knight-a5e.html
Dread Knight Champion,23.0,Undead,3,18,346,A5e Monstrous Menagerie,185,http://slyflourish.com/5e_monsters/monsters_html/dread-knight-champion-a5e.html
Dread Troll,7.0,Giant,1,15,105,A5e Monstrous Menagerie,413,http://slyflourish.com/5e_monsters/monsters_html/dread-troll-a5e.html
Dretch,0.25,Fiend,0,10,18,A5e Monstrous Menagerie,67,http://slyflourish.com/5e_monsters/monsters_html/dretch-a5e.html
Drider,6.0,Monstrosity,3,17,114,A5e Monstrous Menagerie,187,http://slyflourish.com/5e_monsters/monsters_html/drider-a5e.html
Drop Bear,3.0,Beast,0,12,42,A5e Monstrous Menagerie,456,http://slyflourish.com/5e_monsters/monsters_html/drop-bear-a5e.html
Druid,2.0,Humanoid,1,11,39,A5e Monstrous Menagerie,473,http://slyflourish.com/5e_monsters/monsters_html/druid-a5e.html
Dryad,0.5,Fey,1,15,22,A5e Monstrous Menagerie,188,http://slyflourish.com/5e_monsters/monsters_html/dryad-a5e.html
Duelist,5.0,Humanoid,4,16,90,A5e Monstrous Menagerie,497,http://slyflourish.com/5e_monsters/monsters_html/duelist-a5e.html
Dust Mephit,0.5,Elemental,2,12,17,A5e Monstrous Menagerie,325,http://slyflourish.com/5e_monsters/monsters_html/dust-mephit-a5e.html
Eagle,0.0,Beast,2,12,3,A5e Monstrous Menagerie,443,http://slyflourish.com/5e_monsters/monsters_html/eagle-a5e.html
Earth Dragon Wyrmling,3.0,Dragon,1,17,58,A5e Monstrous Menagerie,128,http://slyflourish.com/5e_monsters/monsters_html/earth-dragon-wyrmling-a5e.html
Earth Elemental,5.0,Elemental,0,17,114,A5e Monstrous Menagerie,192,http://slyflourish.com/5e_monsters/monsters_html/earth-elemental-a5e.html
Efreeti,11.0,Elemental,4,17,172,A5e Monstrous Menagerie,221,http://slyflourish.com/5e_monsters/monsters_html/efreeti-a5e.html
Efreeti Noble,11.0,Elemental,4,17,344,A5e Monstrous Menagerie,221,http://slyflourish.com/5e_monsters/monsters_html/efreeti-noble-a5e.html
Elder Black Pudding,8.0,Ooze,-3,7,171,A5e Monstrous Menagerie,350,http://slyflourish.com/5e_monsters/monsters_html/elder-black-pudding-a5e.html
Elder Vampire,11.0,Undead,4,16,285,A5e Monstrous Menagerie,420,http://slyflourish.com/5e_monsters/monsters_html/elder-vampire-a5e.html
Elephant,4.0,Beast,-1,12,76,A5e Monstrous Menagerie,443,http://slyflourish.com/5e_monsters/monsters_html/elephant-a5e.html
Elk,0.25,Beast,0,10,15,A5e Monstrous Menagerie,444,http://slyflourish.com/5e_monsters/monsters_html/elk-a5e.html
Emerald Dragon Wyrmling,2.0,Dragon,2,16,45,A5e Monstrous Menagerie,147,http://slyflourish.com/5e_monsters/monsters_html/emerald-dragon-wyrmling-a5e.html
Empyrean,22.0,Celestial,7,21,328,A5e Monstrous Menagerie,405,http://slyflourish.com/5e_monsters/monsters_html/empyrean-a5e.html
Erinyes,12.0,Fiend,4,18,161,A5e Monstrous Menagerie,82,http://slyflourish.com/5e_monsters/monsters_html/erinyes-a5e.html
Ettercap,2.0,Monstrosity,3,13,44,A5e Monstrous Menagerie,196,http://slyflourish.com/5e_monsters/monsters_html/ettercap-a5e.html
Ettin,4.0,Giant,-1,12,85,A5e Monstrous Menagerie,197,http://slyflourish.com/5e_monsters/monsters_html/ettin-a5e.html
Faerie Dragon,1.0,Dragon,5,15,14,A5e Monstrous Menagerie,205,http://slyflourish.com/5e_monsters/monsters_html/faerie-dragon-a5e.html
Faerie Dragon Familiar,1.0,Dragon,5,15,14,A5e Monstrous Menagerie,205,http://slyflourish.com/5e_monsters/monsters_html/faerie-dragon-familiar-a5e.html
Faerie Eater Troll,6.0,Giant,1,15,84,A5e Monstrous Menagerie,413,http://slyflourish.com/5e_monsters/monsters_html/faerie-eater-troll-a5e.html
Faerie Noble,12.0,Fey,5,16,165,A5e Monstrous Menagerie,200,http://slyflourish.com/5e_monsters/monsters_html/faerie-noble-a5e.html
Fallen Deva,10.0,Celestial,4,17,153,A5e Monstrous Menagerie,19,http://slyflourish.com/5e_monsters/monsters_html/fallen-deva-a5e.html
Fallen Planetar,16.0,Celestial,6,19,250,A5e Monstrous Menagerie,19,http://slyflourish.com/5e_monsters/monsters_html/fallen-planetar-a5e.html
Fallen Solar,21.0,Celestial,6,21,319,A5e Monstrous Menagerie,19,http://slyflourish.com/5e_monsters/monsters_html/fallen-solar-a5e.html
Fell Nightmare,5.0,Fiend,2,13,93,A5e Monstrous Menagerie,345,http://slyflourish.com/5e_monsters/monsters_html/fell-nightmare-a5e.html
Fey Knight,4.0,Fey,4,16,58,A5e Monstrous Menagerie,201,http://slyflourish.com/5e_monsters/monsters_html/fey-knight-a5e.html
Fire Elemental,5.0,Elemental,4,14,90,A5e Monstrous Menagerie,193,http://slyflourish.com/5e_monsters/monsters_html/fire-elemental-a5e.html
Fire Giant,11.0,Giant,0,18,162,A5e Monstrous Menagerie,234,http://slyflourish.com/5e_monsters/monsters_html/fire-giant-a5e.html
Fire Giant War Priest,12.0,Giant,0,18,162,A5e Monstrous Menagerie,235,http://slyflourish.com/5e_monsters/monsters_html/fire-giant-war-priest-a5e.html
Flesh Guardian,5.0,Construct,-1,9,93,A5e Monstrous Menagerie,262,http://slyflourish.com/5e_monsters/monsters_html/flesh-guardian-a5e.html
Flumph,0.125,Aberration,2,12,7,A5e Monstrous Menagerie,207,http://slyflourish.com/5e_monsters/monsters_html/flumph-a5e.html
Flying Lion,3.0,Monstrosity,2,12,57,A5e Monstrous Menagerie,256,http://slyflourish.com/5e_monsters/monsters_html/flying-lion-a5e.html
Flying Snake,0.125,Beast,3,13,7,A5e Monstrous Menagerie,444,http://slyflourish.com/5e_monsters/monsters_html/flying-snake-a5e.html
Flying Sword,0.25,Construct,1,17,10,A5e Monstrous Menagerie,23,http://slyflourish.com/5e_monsters/monsters_html/flying-sword-a5e.html
Fomorian,8.0,Fey,0,15,138,A5e Monstrous Menagerie,406,http://slyflourish.com/5e_monsters/monsters_html/fomorian-a5e.html
Forest Gnome Illusionist,6.0,Humanoid,2,12,67,A5e Monstrous Menagerie,482,http://slyflourish.com/5e_monsters/monsters_html/forest-gnome-illusionist-a5e.html
Forest Gnome Scout,0.5,Humanoid,3,15,19,A5e Monstrous Menagerie,491,http://slyflourish.com/5e_monsters/monsters_html/forest-gnome-scout-a5e.html
Forgotten God,10.0,Celestial,4,17,161,A5e Monstrous Menagerie,209,http://slyflourish.com/5e_monsters/monsters_html/forgotten-god-a5e.html
Frog,0.0,Beast,1,11,1,A5e Monstrous Menagerie,444,http://slyflourish.com/5e_monsters/monsters_html/frog-a5e.html
Frost Giant,9.0,Giant,-1,15,138,A5e Monstrous Menagerie,236,http://slyflourish.com/5e_monsters/monsters_html/frost-giant-a5e.html
Frost Giant Jarl,12.0,Giant,-1,15,184,A5e Monstrous Menagerie,237,http://slyflourish.com/5e_monsters/monsters_html/frost-giant-jarl-a5e.html
Gargoyle,2.0,Elemental,0,15,45,A5e Monstrous Menagerie,214,http://slyflourish.com/5e_monsters/monsters_html/gargoyle-a5e.html
Gear Spider,0.5,Construct,2,13,28,A5e Monstrous Menagerie,53,http://slyflourish.com/5e_monsters/monsters_html/gear-spider-a5e.html
Gelatinous Cube,2.0,Ooze,-4,6,76,A5e Monstrous Menagerie,351,http://slyflourish.com/5e_monsters/monsters_html/gelatinous-cube-a5e.html
Gelatinous Wall,7.0,Ooze,-4,6,136,A5e Monstrous Menagerie,351,http://slyflourish.com/5e_monsters/monsters_html/gelatinous-wall-a5e.html
Ghast,2.0,Undead,3,13,36,A5e Monstrous Menagerie,230,http://slyflourish.com/5e_monsters/monsters_html/ghast-a5e.html
Ghost,4.0,Undead,1,11,58,A5e Monstrous Menagerie,226,http://slyflourish.com/5e_monsters/monsters_html/ghost-a5e.html
Ghoul,1.0,Undead,2,12,22,A5e Monstrous Menagerie,229,http://slyflourish.com/5e_monsters/monsters_html/ghoul-a5e.html
Giant Air Elemental,9.0,Elemental,4,14,127,A5e Monstrous Menagerie,194,http://slyflourish.com/5e_monsters/monsters_html/giant-air-elemental-a5e.html
Giant Ape,7.0,Beast,2,14,115,A5e Monstrous Menagerie,444,http://slyflourish.com/5e_monsters/monsters_html/giant-ape-a5e.html
Giant Badger,0.25,Beast,0,10,19,A5e Monstrous Menagerie,444,http://slyflourish.com/5e_monsters/monsters_html/giant-badger-a5e.html
Giant Bat,0.25,Beast,3,13,16,A5e Monstrous Menagerie,445,http://slyflourish.com/5e_monsters/monsters_html/giant-bat-a5e.html
Giant Boar,2.0,Beast,0,12,47,A5e Monstrous Menagerie,445,http://slyflourish.com/5e_monsters/monsters_html/giant-boar-a5e.html
Giant Centipede,0.25,Beast,2,12,9,A5e Monstrous Menagerie,445,http://slyflourish.com/5e_monsters/monsters_html/giant-centipede-a5e.html
Giant Constrictor Snake,2.0,Beast,2,12,52,A5e Monstrous Menagerie,445,http://slyflourish.com/5e_monsters/monsters_html/giant-constrictor-snake-a5e.html
Giant Crab,0.125,Beast,2,15,9,A5e Monstrous Menagerie,446,http://slyflourish.com/5e_monsters/monsters_html/giant-crab-a5e.html
Giant Crocodile,5.0,Beast,0,14,85,A5e Monstrous Menagerie,446,http://slyflourish.com/5e_monsters/monsters_html/giant-crocodile-a5e.html
Giant Eagle,1.0,Beast,2,12,26,A5e Monstrous Menagerie,446,http://slyflourish.com/5e_monsters/monsters_html/giant-eagle-a5e.html
